time,hydrophone_1,hydrophone_2,hydrophone_3,hydrophone_4,hydrophone_5
8.6e-5,-0.026308198365219207,-0.0022662350945434886,0.005867212462285373,8.107207746074634e-5,0.02328163479244179
8.7e-5,-0.025007570032075425,0.0002403326326503533,0.007068836041556973,-0.0018698304390699456,0.02314124324289622
8.8e-5,-0.023866934532558087,0.003262500145383561,0.007143453402633497,-0.003618280700832327,0.0220252591141491
8.9e-5,-0.022729404785753967,0.006184656462513998,0.005825410773498934,-0.005203786725878037,0.020241590862262696
9.0e-5,-0.021399706129677287,0.008907800029500555,0.0028901725870835782,-0.006510948875065423,0.017977905686811686
9.1e-5,-0.019814902718370928,0.011513479012988093,-0.0012159771556529443,-0.00763131561077864,0.015225970422368595
9.2e-5,-0.01824878018473522,0.013789448537524698,-0.005698458484359947,-0.008399633134225044,0.012195831991012556
9.3e-5,-0.016702215498136486,0.015653524315829347,-0.010626817854061719,-0.00813744568614006,0.009191464093267947
9.4e-5,-0.015260382919664563,0.016944231226319252,-0.015786663217739798,-0.006859814209627571,0.006519873958287888
9.5e-5,-0.013794622369176588,0.01753897311109051,-0.020529706881476074,-0.005074026623731694,0.00450240209612858
9.6e-5,-0.012696660235491423,0.017066245952268057,-0.024663166084319642,-0.0033809242920271212,0.003378388669244794
9.7e-5,-0.011923077748318228,0.015563540201604704,-0.02832829177508409,-0.0017714374576980024,0.0025779279135004418
9.8e-5,-0.011435653836070016,0.013739129138713209,-0.031306947627438804,1.872868376750721e-5,0.0018810993129649144
9.9e-5,-0.010995915716129661,0.011632137814942272,-0.03352331460516419,0.0015681868013501079,0.0014877372067367656
0.0001,-0.010592320577827233,0.009196860751123396,-0.03480658126334723,0.0025179155430270065,0.0011741838976848961
0.000101,-0.010121623756979463,0.006577386137389734,-0.034729108669281444,0.0034219581074891713,0.0003524980449869764
0.000102,-0.009674100664830782,0.0037957201684828074,-0.03380483472608283,0.004460035629449445,-0.000980654793536086
0.000103,-0.009273958525205982,0.0012774828165041557,-0.03252251692920888,0.00521544600062817,-0.0027297199638487675
0.000104,-0.009069932050506173,-0.0007502960593502935,-0.03120953443738682,0.005964513193146539,-0.00459962882291008
0.000105,-0.009506142458458714,-0.0018381267608526429,-0.029649764023798757,0.006579314921052335,-0.005756294200412936
0.000106,-0.010222654791099023,-0.0016806747101867142,-0.027239054644932897,0.006921803207016381,-0.00571215740716342
0.000107,-0.01123918829424232,-0.0006914083801442028,-0.023781017353578023,0.007314371018098539,-0.004682941635515177
0.000108,-0.012704747195174311,0.0008352973739228915,-0.019610149922477976,0.0073300984227170326,-0.003406538800848615
0.000109,-0.014562220177358658,0.0028725692741383537,-0.01498456046028807,0.007059059831527504,-0.002145985521222501
0.00011,-0.01665633748400483,0.005150605394690651,-0.010631440604482295,0.00665460917601255,-0.0009687898246309921
0.000111,-0.018688560677125987,0.007066244756448756,-0.006873053975634383,0.006498876608059366,-0.00021493896763415788
0.000112,-0.020470404724460378,0.008308036830036577,-0.0032877319485123,0.007184676478876942,0.0002689879891842227
0.000113,-0.02206783711902411,0.008772896471727706,-4.021704035537275e-5,0.008818669728470261,0.0007415809249529643
0.000114,-0.02336219209168266,0.008636478675103173,0.0023398163831569343,0.01077126964302859,0.0007501001152139918
0.000115,-0.024167518834843974,0.008337010397123142,0.003999459423124847,0.012552692771603717,1.4012939556317937e-5
0.000116,-0.023897663786547306,0.007620197559427551,0.004996345970133435,0.013622431719416447,-0.0012330558744420045
0.000117,-0.022665151816637003,0.00641832405377334,0.005211179568842288,0.01417250269514358,-0.0030633771652530633
0.000118,-0.02040306897531104,0.0053730755942989206,0.0048383740195708696,0.01402393447865882,-0.005255494005328347
0.000119,-0.01702883217975842,0.004495152536113557,0.0036795408441575965,0.012957147069922612,-0.007284199196400812
0.00012,-0.012949294744656652,0.0037554989971793746,0.0016907764195872841,0.011087622068104262,-0.00893455383800902
0.000121,-0.00871461520915433,0.0031701267924654454,-0.00048287199846802756,0.008714054198478503,-0.009598843473262383
0.000122,-0.004642688137074218,0.002945057046288758,-0.0020006769536366174,0.005771954285384682,-0.009475912691759973
0.000123,-0.0009346841999064445,0.00337929818436109,-0.002791955575462023,0.00271481738972124,-0.008582063083577476
0.000124,0.0025845129371895896,0.003842601914656213,-0.0034758305827556316,-0.0002168944273713898,-0.006967955217270898
0.000125,0.005561496685381784,0.0040790221623629615,-0.003949643462121497,-0.003679700870990345,-0.004933170215922775
0.000126,0.008180246655589073,0.004336092265200201,-0.0042598382327543455,-0.00735071274293225,-0.002384544415473324
0.000127,0.010734784891728551,0.004799282686563919,-0.004493037226568328,-0.010734280999987793,0.00047649821975313057
0.000128,0.01300059877761303,0.005086014977938498,-0.004892030954579649,-0.013335289778637979,0.003159278960726688
0.000129,0.01447920701001498,0.004868526784715745,-0.005412668753295327,-0.014719973922558844,0.005475283053661947
0.00013,0.015414162663937322,0.00433067692266807,-0.005903820946212069,-0.01496637429314648,0.007369869879914726
0.000131,0.016058556960644975,0.003600010044708623,-0.006283833681969826,-0.014779348951820153,0.00885171627040916
0.000132,0.01638636593291218,0.0035688113435820195,-0.006441963135242977,-0.014147993394635443,0.010388799294438603
0.000133,0.01629314880194727,0.004142473387067342,-0.006231503746098312,-0.013561521550681523,0.011996020203000156
0.000134,0.015787266696040844,0.005206164948508401,-0.005747597960306633,-0.01285384462445394,0.01380712566840566
0.000135,0.014998447864483311,0.006572715288924086,-0.004804293634861114,-0.012490433606109706,0.015206857465148504
0.000136,0.013681884453799533,0.008208169381590115,-0.003636810604799561,-0.013152102736356771,0.015758507071093508
0.000137,0.01218369375960653,0.01017738735820456,-0.002516474498842124,-0.014454558752358996,0.015535009282631088
0.000138,0.010820988911232529,0.012117409381392373,-0.00174525794944969,-0.015884583244151228,0.014760464341074898
0.000139,0.009842249682896634,0.014225613939079867,-0.0018038490099601635,-0.017088822832144083,0.014146489208811496
0.00014,0.009620991734675264,0.016623112078580828,-0.0028280383564402846,-0.017634135631150707,0.01304188040722617
0.000141,0.010121493899926413,0.018733472072533473,-0.00480638467999198,-0.017700646633673243,0.011223243632678069
0.000142,0.011060385536410903,0.02070980615682264,-0.0073659319087242036,-0.017644515799372203,0.008876999381643259
0.000143,0.011821640361306165,0.0226750302440505,-0.010736124547001024,-0.017138636542676406,0.006409140908603687
0.000144,0.012978421812339472,0.024138554458160214,-0.013847545341333421,-0.01569330770691649,0.004100544754876366
0.000145,0.014651612852653094,0.024844776542965758,-0.016605403926094477,-0.013410098266020437,0.0020708208637307563
0.000146,0.016675660524738015,0.02490116694837295,-0.019078562450435883,-0.010262674951036062,0.00035770218285694264
0.000147,0.019012773315732544,0.024904118123067073,-0.021151513343028457,-0.0062001786034259895,-0.0007253791751205113
0.000148,0.021278260066459043,0.024977371341949706,-0.022950336499630995,-0.001864764954448043,-0.0011436934253740809
0.000149,0.023284855369905894,0.02497683860707997,-0.024393839564116525,0.0023855877653424077,-0.001494631558651939
0.00015,0.024847498873406544,0.0253120944613868,-0.025703883075209807,0.006028277530936755,-0.0014940854932534034
0.000151,0.025913548571714417,0.02566779163058592,-0.026799543459684532,0.008925650344106242,-0.0010977298631243402
0.000152,0.02642669034509811,0.02588861393314051,-0.026845313362890356,0.010674756904668117,-0.000299319424502352
0.000153,0.026609267149056065,0.025646660598807478,-0.025962553688858355,0.011052232786711335,0.0011834251745098453
0.000154,0.027316514664530913,0.025079683416781975,-0.02395386372679714,0.009978029413643532,0.003227897970825495
0.000155,0.028442324285059783,0.024345791531552263,-0.0207559244883661,0.008226508541028795,0.005897269402390903
0.000156,0.029444748940837793,0.023246293766905412,-0.016528775120583872,0.005763257990283285,0.008637344271348098
0.000157,0.030642728520878605,0.02217377597663661,-0.012044010831641317,0.002774312270500635,0.010794719039888058
0.000158,0.03169332011875293,0.021380202751528663,-0.007537037334218049,-0.0005136327420965806,0.011882883268217794
0.000159,0.03261819034301034,0.020883093333065615,-0.00312719256142074,-0.003995075171049548,0.01258954332637867
0.00016,0.032891098536786983,0.02057642700778418,0.0010858714643379817,-0.00729904781163668,0.013562551297455918
0.000161,0.032791270974882734,0.020593760225695076,0.004753033964009686,-0.010175018923824835,0.014625521215320998
0.000162,0.032541581571305045,0.02049353378833962,0.007792445505191752,-0.012565091026555342,0.01620541723758158
0.000163,0.032266518780435176,0.02000059535497812,0.009824188852211948,-0.014406461465700331,0.01792264707266225
0.000164,0.031717929757672035,0.01879464273493485,0.011011915231476663,-0.015505301853041015,0.019470056858241734
0.000165,0.030910141276958732,0.016479352034489865,0.01167914411778778,-0.015907918874231215,0.020446453333561466
0.000166,0.029875035851274004,0.013371614235703131,0.01256033182367329,-0.015751256870668414,0.02104361058190022
0.000167,0.028580573636945408,0.00991161889795081,0.014139316679757031,-0.01478564022199251,0.02125675138715525
0.000168,0.027116056043912536,0.006713851608744602,0.016391345881686288,-0.01321377186461974,0.02043815032304967
0.000169,0.025573408183348138,0.0037017434991286056,0.01896517765369477,-0.011470538002545966,0.018777838825910158
0.00017,0.023923169309911743,0.0011497586887275015,0.021408238685167835,-0.009799727808320877,0.016415573311585364
0.000171,0.022358282696599743,-0.0009620975219617415,0.023030601378624352,-0.008114731043506181,0.013399577782939553
0.000172,0.020786542149027126,-0.002439599709194274,0.023501193716857962,-0.006799019777587631,0.009842456183813023
0.000173,0.019188539619519527,-0.0032763419866866763,0.022796016354786862,-0.006286824975857155,0.006029565761720512
0.000174,0.016956903274830244,-0.0030143467457996644,0.021220657469293136,-0.006496794235915772,0.0022829756932154326
0.000175,0.014428344402977624,-0.0017371215280829768,0.018860386994496353,-0.006891855905141071,-0.001529782394589684
0.000176,0.011490173854607951,0.00021481844479858317,0.016173145480639358,-0.007618805160039352,-0.005323530513302579
0.000177,0.008569771866776075,0.0026366636289095963,0.013600190368445375,-0.008779430951343935,-0.008433568090521626
0.000178,0.006272600545998893,0.005206129525405244,0.010947071337667025,-0.010528316211724916,-0.011193942215278238
0.000179,0.004824838602058008,0.007854827594619201,0.008460714312323215,-0.012754492277321984,-0.013708723861932027
0.00018,0.004143189427104263,0.01011121114052106,0.0064206837152370605,-0.015432420187416992,-0.01574007621668506
0.000181,0.0036744370419326414,0.012116181112435249,0.004346592446171683,-0.018377730453434597,-0.017292427789224317
0.000182,0.0034240241018146512,0.013717879814834149,0.0018308080115068718,-0.020894607346326675,-0.018330400735526296
0.000183,0.003288610566441757,0.014531654195265519,-0.0012995032539303273,-0.022468996507016226,-0.01879504900975484
0.000184,0.0038096767181178383,0.014167522173379214,-0.004431785986258686,-0.023252521433507034,-0.01879194198007841
0.000185,0.0046724202467125,0.012988091151137682,-0.0069404990906931415,-0.023844525207641347,-0.01786147620395681
0.000186,0.004874320585721443,0.011815445144732789,-0.00851231823327119,-0.024603804161929105,-0.015897333950351287
0.000187,0.004596672391076367,0.010578735172261333,-0.009006663069522696,-0.025984142782144327,-0.013845738755234377
0.000188,0.0038819697206975527,0.009213455002645242,-0.008512772617521426,-0.027715100443361097,-0.012485371897332842
0.000189,0.0021893893779019054,0.007484005148877214,-0.007669303080050887,-0.02974105676565953,-0.01165945430824124
0.00019,-2.6805208665397473e-5,0.005624060761343882,-0.006496539551795797,-0.03176237041219381,-0.011334786872387903
0.000191,-0.0022020447894258084,0.003944132673580052,-0.005447410373996603,-0.033925432810590274,-0.011540754412359442
0.000192,-0.003943771496374325,0.0022945621110519753,-0.004831889091718386,-0.03571353092750447,-0.011748276607917585
0.000193,-0.004533307723118232,0.0004040951790479805,-0.0044008522272500775,-0.036316760772598586,-0.011533522040736426
0.000194,-0.004022566739235191,-0.0015231594871256433,-0.0040753684835232165,-0.03570937289890789,-0.011255201980249983
0.000195,-0.0025796637097252983,-0.002805801819141974,-0.003499984014108698,-0.03453286649026473,-0.010761829771741446
0.000196,-0.0005573743193647544,-0.002740700499722083,-0.0027127330653686035,-0.03365648453281972,-0.010329782023550046
0.000197,0.0015854766806847858,-0.0013256440987588177,-0.0019324736260956823,-0.03330759205731705,-0.00993987940061677
0.000198,0.0037140582607884617,0.0012510567230090647,-0.0012077319281838133,-0.033409295896523535,-0.009588384584112632
0.000199,0.005213757139206583,0.004134936261663498,-0.00038034527935473377,-0.0338491062186281,-0.00889310153256258
0.0002,0.006094117616659802,0.006613018153602115,0.0006094139368121009,-0.03473476375570113,-0.008435806236264509
0.000201,0.006252793438544355,0.00835385232069966,0.0016409814378770542,-0.036206695324015346,-0.008811244093749964
0.000202,0.006086049976409133,0.009307689675580384,0.0029323494421822963,-0.03743453376885893,-0.009960000628783983
0.000203,0.006178552658954908,0.009240205796347477,0.004202840421176961,-0.03820791629459547,-0.011873359524264271
0.000204,0.006938258084546987,0.008341354686613383,0.0056119911502894105,-0.03891622111386508,-0.014645015475730647
0.000205,0.008151694397269954,0.007281713257534597,0.006688485136092112,-0.03984132376663468,-0.017761101179898542
0.000206,0.009462305747606871,0.006050859135436398,0.007553188519521064,-0.04108380766202639,-0.020964518205399508
0.000207,0.010692365901692464,0.0045187112149513734,0.007903620015092152,-0.04235547929048425,-0.024039683114756235
0.000208,0.011819174094862403,0.0027752078778325974,0.007342547223159803,-0.04372564378355002,-0.026433272528634307
0.000209,0.01235054342243915,0.0012794589070644425,0.0057165278216834,-0.04484239232376676,-0.02819706259027923
0.00021,0.012198172644885834,-9.255100574093667e-5,0.003341780078564719,-0.045064074249402924,-0.02918868407803992
0.000211,0.011626435438903597,-0.0012570959740351877,0.0004913586032351504,-0.044423225611581095,-0.029197906079781566
0.000212,0.010186435054502625,-0.0022631892820435258,-0.0021843026072536783,-0.04328363036198102,-0.02851466804445538
0.000213,0.008165900089777548,-0.0030980368229319923,-0.00443527081981649,-0.0415987017776591,-0.027416164385115925
0.000214,0.005791702013508337,-0.0033807371219754865,-0.006014372401758373,-0.03891573503012965,-0.025897094130612957
0.000215,0.003190378914475732,-0.0028998199488110537,-0.007045964427371534,-0.035235099375801215,-0.023674491597011144
0.000216,0.000765623893544768,-0.0015327004424253905,-0.007722341518212561,-0.031284564253453814,-0.020649341508436614
0.000217,-0.000980240086193392,0.00019255296330021433,-0.008422886352834192,-0.027562545335131663,-0.01724079174237623
0.000218,-0.0019868159033683557,0.0021027972353860037,-0.009371623469403564,-0.024575760543451685,-0.013701656933745527
0.000219,-0.0021316035686741483,0.0038775797765267838,-0.01063015267441106,-0.022061664415469757,-0.010352746462622868
0.00022,-0.0018125443618145802,0.005366667856570839,-0.012208446088520007,-0.02052504807296052,-0.007849443944960314
0.000221,-0.0009529994570385348,0.006919645552757567,-0.013873026702161293,-0.02016476385460686,-0.006540519373069638
0.000222,0.000498524837102799,0.008030890532639702,-0.015845314103676438,-0.020985769863771656,-0.006285457531463404
0.000223,0.0024376840692848264,0.008815098500065148,-0.0181534984176722,-0.022408844695857848,-0.007189729086444404
0.000224,0.004681971028754478,0.009185872044052044,-0.020345264305603558,-0.023900688068350433,-0.008372411533951333
0.000225,0.007170116762431847,0.009134656497591272,-0.022137868192208233,-0.024301246504308236,-0.009367948418473878
0.000226,0.009788437973971534,0.009401237237494404,-0.023338166596766685,-0.023585036660790478,-0.010283446405041764
0.000227,0.012521082648072581,0.010019419593022891,-0.024147860456924557,-0.022005799810483742,-0.010600469541022091
0.000228,0.015313280887549924,0.010648589013101485,-0.024118094887098283,-0.019678668702255576,-0.010375964550539437
0.000229,0.018162020553549593,0.010795023401617464,-0.022938670656666525,-0.016774009633664877,-0.009046697821702462
0.00023,0.020597846347307075,0.0102165045684429,-0.020441187093573114,-0.013738665959978334,-0.006716290349307388
0.000231,0.02250995325276316,0.008569431434532745,-0.016843148502108652,-0.010900299692098457,-0.003713018635642029
0.000232,0.024217942114262862,0.006228660456530662,-0.012987421718184382,-0.008619443851008535,-0.0006135725336421459
0.000233,0.025945403134154926,0.0031020965822657898,-0.009062520085998038,-0.006645940047138247,0.002314454685769581
0.000234,0.027619024056498832,-0.0005623138261423809,-0.005162637582132204,-0.005088173314199308,0.004935120210675465
0.000235,0.02909255215029774,-0.004696706160645823,-0.0012267597784394776,-0.0038833920930684434,0.007554641281580815
0.000236,0.030368814198920534,-0.008885667096252612,0.002100243910473192,-0.0030002847607189993,0.009966587202287273
0.000237,0.03139790519036179,-0.012073737653282362,0.004940685723657263,-0.002550886986851776,0.012094955106732
0.000238,0.03181008455148075,-0.014033668146823022,0.007312209805771438,-0.0023988289864350994,0.013913896514102068
0.000239,0.032103949543824284,-0.014898396174326952,0.009161467794894749,-0.002422575897316575,0.014790143071640574
0.00024,0.032103314835464636,-0.015333032332225072,0.010796319773893392,-0.0025197326090005603,0.014705145729195802
0.000241,0.03169524587502433,-0.015610761288205616,0.011987470142167743,-0.002878070963752797,0.013420609602774511
0.000242,0.030637174212935762,-0.01569441200547157,0.012711592045427305,-0.0033289476437156204,0.011325528092755542
0.000243,0.028991028621082826,-0.015589548054754132,0.013149152838599595,-0.0038425276712093694,0.009125086506874753
0.000244,0.027077706344152207,-0.015414323712762473,0.013447553966129138,-0.004690376732381095,0.006757340290801754
0.000245,0.02475241468998918,-0.015551062603753468,0.013170727780120364,-0.006013029746295798,0.0040031510658231515
0.000246,0.021818018625752778,-0.01587852912871455,0.012578411819259465,-0.007425413446456769,0.0008842241003845432
0.000247,0.018303929508042837,-0.01575286805299596,0.011737081808189064,-0.008818790745306872,-0.0023900505141527264
0.000248,0.01462730307255925,-0.015434597766448895,0.01081173870489462,-0.010453140024226575,-0.005746682882014555
0.000249,0.011424351291324337,-0.015491862061165675,0.009575441087671242,-0.01220646779785872,-0.008745831607231367
0.00025,0.00872610277787581,-0.015523964841451127,0.007695230716255902,-0.014063839750429628,-0.010609584101807373
0.000251,0.006600517764759625,-0.015134503909291878,0.005527518340374252,-0.01523863980436213,-0.01070897346015368
0.000252,0.0049005571846499705,-0.014461644846443536,0.00373688271254049,-0.015501934436182327,-0.009445791604899507
0.000253,0.0031916447075362275,-0.013101568985673957,0.00253739283351354,-0.014838119827051027,-0.00729301327923069
0.000254,0.001184484812333842,-0.011061263020656902,0.002498582821658313,-0.013717045874576958,-0.004523134282115452
0.000255,-0.0003722621380749057,-0.00826974391770282,0.0036852953325665926,-0.012514157754182176,-0.0016526716499741835
0.000256,-0.0011074813871477498,-0.005077628718103483,0.0051419434095194855,-0.01153243629111516,0.0010907694371522262
